시간,X,Y,압력_NORMAL,버튼
1765896763374,450.5,49.140625,0.5,1
1765896763395,451.859375,49.31640625,0.5,1
1765896763413,451.859375,63.58203125,0.5,1
1765896763429,448.40625,98.37890625,0.5,1
1765896763446,431.2109375,163.69140625,0.5,1
1765896763463,414.76953125,217.03515625,0.5,1
1765896763480,409.1015625,236.20703125,0.5,1
1765896763496,404.66015625,252.2265625,0.5,1
1765896763513,401.76953125,262.30078125,0.5,1
1765896763530,400.34765625,265.14453125,0.5,1
1765896763545,406.84375,245.28515625,0.5,1
1765896763562,424.09765625,205.1875,0.5,1
1765896763580,443.0546875,166.671875,0.5,1
1765896763597,455.11328125,143.06640625,0.5,1
1765896763613,460.58984375,133.66796875,0.5,1
1765896763629,464.58984375,128.0390625,0.5,1
1765896763645,466.96875,127.76953125,0.5,1
1765896763663,457.484375,149.01953125,0.5,1
1765896763679,438.08984375,183.52734375,0.5,1
1765896763696,421.43359375,208.3828125,0.5,1
1765896763712,408.96875,223.1640625,0.5,1
1765896763729,399.51171875,231.84375,0.5,1
1765896763746,400.3046875,216.63671875,0.5,1
1765896763763,413.484375,184.265625,0.5,1
1765896763780,428.47265625,161.171875,0.5,1
1765896763796,438.5078125,147.875,0.5,1
1765896763812,446.5390625,136.86328125,0.5,1
1765896763829,441.75,136.359375,0.5,1
1765896763846,385.93359375,173.42578125,0.5,1
1765896763863,298.40234375,226.1875,0.5,1
1765896763880,218.61328125,263.99609375,0.5,1
1765896763896,138.08203125,288.42578125,0.5,1
1765896763913,82.15234375,295.765625,0.5,1
1765896763930,44.60546875,281.53125,0.5,1
1765896763946,25.4140625,252.4296875,0.5,1
1765896763962,70.234375,209.890625,0.5,1
1765896763980,150.7890625,170.03515625,0.5,1
1765896763996,251.2734375,146.8125,0.5,1
1765896764013,336.4765625,135.79296875,0.5,1
1765896764030,375.10546875,134.8515625,0.5,1
1765896764047,407.4375,136.53515625,0.5,1
1765896764062,424.328125,145.6875,0.5,1
1765896764080,390.30078125,177.48046875,0.5,1
1765896764096,319.60546875,224.41015625,0.5,1
1765896764113,260.234375,256.50390625,0.5,1
1765896764130,225.2890625,271.03515625,0.5,1
1765896764146,197.484375,280.4296875,0.5,1
1765896764163,188.2109375,278.10546875,0.5,1
1765896764180,244.01953125,238.04296875,0.5,1
1765896764196,344.53515625,181.08984375,0.5,1
1765896764213,432.1484375,145.57421875,0.5,1
1765896764230,483.125,131.36328125,0.5,1
1765896764246,517.5234375,126.1484375,0.5,1
1765896764263,542.52734375,125.1171875,0.5,1
1765896764280,518.51953125,150.84765625,0.5,1
1765896764296,425.72265625,212.07421875,0.5,1
1765896764312,330.40625,262.46875,0.5,1
1765896764329,284.75,280.35546875,0.5,1
1765896764346,238.1640625,293.20703125,0.5,1
1765896764363,207.87890625,291.9609375,0.5,1
1765896764380,236.91015625,256.8359375,0.5,1
1765896764396,307.70703125,202.6328125,0.5,1
1765896764413,367.93359375,167.59765625,0.5,1
1765896764430,403.3828125,155.76171875,0.5,1
1765896764446,440.1171875,148.02734375,0.5,1
1765896764462,457.7578125,155.66015625,0.5,1
1765896764480,423.6640625,200.61328125,0.5,1
1765896764496,318.09765625,284.84765625,0.5,1
1765896764513,188.06640625,365.75390625,0.5,1
1765896764529,108.25390625,405.64453125,0.5,1
1765896764546,49.84375,426.171875,0.5,1
1765896764562,1.98046875,435,0.5,1
1765896764579,0.66015625,403.15234375,0.5,1
1765896764596,43.12890625,334.4296875,0.5,1
1765896764613,126.25,254.125,0.5,1
1765896764629,223.38671875,195.23046875,0.5,1
1765896764645,285.77734375,175.21875,0.5,1
1765896764662,319.91796875,173.84375,0.5,1
1765896764680,343.49609375,181.8359375,0.5,1
1765896764696,343.5390625,201.33984375,0.5,1
1765896764712,308.69921875,230.85546875,0.5,1
1765896764729,247.11328125,252.63671875,0.5,1
1765896764746,185.20703125,245.2421875,0.5,1
1765896764762,146.109375,217.2734375,0.5,1
1765896764779,132.51953125,178.90234375,0.5,1
1765896764795,133.66796875,146.52734375,0.5,1
1765896764805,133.66796875,146.52734375,,
